mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
,,,,,99.0802,457,8,4.4,1.3,8.63,0.13,1NU,,,75,108,Re,,0,,5/2+,70.0,,14,d,6048000,120960,EC,100,,556,8,74,109,W,15-Apr-2015,CORAL M. BAGLIN,2025-10-17
,,,,,291.7286,264,8,15.6,1.5,7.5,0.06,1NU,,,75,108,Re,,0,,5/2+,70.0,,14,d,6048000,120960,EC,100,,556,8,74,109,W,15-Apr-2015,CORAL M. BAGLIN,2025-10-17
,,,,0.0000000182,453.0779,103,8,4.7,0.5,6.78,0.14,1NU,,,75,108,Re,,0,,5/2+,70.0,,14,d,6048000,120960,EC,100,,556,8,74,109,W,15-Apr-2015,CORAL M. BAGLIN,2025-10-17
,,,,,46.4841,510,8,4,8,8.8,0.9,1NU,,,75,108,Re,,0,,5/2+,70.0,,14,d,6048000,120960,EC,100,,556,8,74,109,W,15-Apr-2015,CORAL M. BAGLIN,2025-10-17
,,,,,208.8114,347,8,69,7,7.15,0.06,1NU,,,75,108,Re,,0,,5/2+,70.0,,14,d,6048000,120960,EC,100,,556,8,74,109,W,15-Apr-2015,CORAL M. BAGLIN,2025-10-17
,,,,,412.1017,144,8,0.59,0.14,8.18,0.13,1NU,,,75,108,Re,,0,,5/2+,70.0,,14,d,6048000,120960,EC,100,,556,8,74,109,W,15-Apr-2015,CORAL M. BAGLIN,2025-10-17
,,,,,0.0,556,8,1.7,0.6,9.22,0.16,1U,,,75,108,Re,,0,,5/2+,70.0,,14,d,6048000,120960,EC,100,,556,8,74,109,W,15-Apr-2015,CORAL M. BAGLIN,2025-10-17
,,,,,207.0153,349,8,0.8,0.6,9.1,0.4,1NU,,,75,108,Re,,0,,5/2+,70.0,,14,d,6048000,120960,EC,100,,556,8,74,109,W,15-Apr-2015,CORAL M. BAGLIN,2025-10-17
,,,,,308.950,247,8,0.08,0.03,8.95,0.18,1U,,,75,108,Re,,0,,5/2+,70.0,,14,d,6048000,120960,EC,100,,556,8,74,109,W,15-Apr-2015,CORAL M. BAGLIN,2025-10-17

