mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
,,,,,958.97,426,14,0.089,0.006,9.3,0.1,A,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,649.0,736,14,0.032,0.013,10.3,0.2,A,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,1232.3,153,14,0.010,0.003,8.9,0.2,1NU,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,0.00000000132,1030.64,354,14,98.6,1.1,6.1,0.1,1NU,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,1177.93,207,14,0.064,0.004,8.5,0.1,1NU,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,992.3,393,14,0.106,0.01,9.1,0.1,1NU,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,742.4,643,14,0.014,,10.5,,2NU,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,1262.14,123,14,0.0455,0.0022,7.9,0.2,1NU,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,42.87,1342,14,1,,9.4,,1NU,152,7,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,1137.5,247,14,0.0230,0.0023,9.2,0.1,1NU,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,1337.08,48,14,0.0115,0.0012,7.5,0.5,,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,1002.2,383,14,0.039,0.005,9.5,0.1,A,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,900.38,485,14,0.030,0.003,9.9,0.1,1NU,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,597.40,788,14,0.0066,0.0021,11.1,0.2,2NU,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,1223.09,162,14,0.0170,0.0013,8.7,0.2,1NU,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,141.78,1243,14,1,,9.3,,1NU,101,7,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17
,,,,,1076.4,309,14,0.035,0.004,9.3,0.1,1NU,,,95,145,Am,,0,,(3-),50.8,,3,h,182880,1080,EC,100,,1385,14,94,146,Pu,31-Jul-2008,BALRAJ SINGH and  E. BROWNE,2025-10-17

