mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
,,,,0.0000000000027,686.6,323,4,0.0008,0.0004,10.17,0.22,1U,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,,799.804,210,4,0.34,0.07,7.58,0.1,A,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,0.0000000041,82.4253,928,4,24,7,7.27,0.13,1NU,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,0.0000000000204,343.25,667,4,0.017,,10.3,,1U,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,0.0000000000107,538.9126,471,4,34,6,6.46,0.08,1NU,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,0.00000000012,658.9196,351,4,0.85,0.14,7.76,0.08,A,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,,762.589,247,4,0.38,0.08,7.73,0.1,1NU,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,,0.0,1010,4,24,,7.3,,1NU,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,0.000000000043,178.9772,831,4,11.4,1.9,7.49,0.08,1NU,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,0.00000000024,390.950,619,4,0.19,,9,,2NU,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,0.000000000009,624.080,386,4,2.7,0.5,7.36,0.09,1NU,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,,747.801,262,4,0.32,0.06,7.87,0.09,1NU,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,,935.71,74,4,0.018,0.003,7.37,0.1,,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,0.0000000000897,129.426,881,4,1.4,,8.5,,1NU,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,0.000000000028,351.1921,659,4,13.4,2.1,7.2,0.07,1NU,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17
,,,,0.0000000000003,587.975,422,4,0.22,0.04,8.54,0.08,,,,78,113,Pt,,0,,3/2-,2.83,,2,d,244512,1728,EC,100,,1010,4,77,114,Ir,1-Dec-2023,M.S. Basunia,2025-10-17

