mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
,,,,,0.0,919.4,2.3,5.0,,8.5,,1U,,,37,46,Rb,,0,,5/2-,86.2,,1,d,7447680,8640,EC,100,,920.0,23,36,47,Kr,31-Dec-2014,E.A. MCCUTCHAN,2025-10-17
,,,,,571.1538,348.2,2.3,29.4,2.3,6.35,0.04,A,,,37,46,Rb,,0,,5/2-,86.2,,1,d,7447680,8640,EC,100,,920.0,23,36,47,Kr,31-Dec-2014,E.A. MCCUTCHAN,2025-10-17
,,,,,561.9586,357.4,2.3,61,4,6.05,0.03,A,,,37,46,Rb,,0,,5/2-,86.2,,1,d,7447680,8640,EC,100,,920.0,23,36,47,Kr,31-Dec-2014,E.A. MCCUTCHAN,2025-10-17
,,,,,799.49,119.9,2.3,0.90,0.11,6.87,0.06,1NU,,,37,46,Rb,,0,,5/2-,86.2,,1,d,7447680,8640,EC,100,,920.0,23,36,47,Kr,31-Dec-2014,E.A. MCCUTCHAN,2025-10-17
,,,,0.0000001551,9.4057,910,2.3,6,3,7.86,0.21,1NU,,,37,46,Rb,,0,,5/2-,86.2,,1,d,7447680,8640,EC,100,,920.0,23,36,47,Kr,31-Dec-2014,E.A. MCCUTCHAN,2025-10-17
,,,,,690.53,228.9,2.3,0.137,0.017,8.3,0.06,A,,,37,46,Rb,,0,,5/2-,86.2,,1,d,7447680,8640,EC,100,,920.0,23,36,47,Kr,31-Dec-2014,E.A. MCCUTCHAN,2025-10-17

