mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
,,,,,1189.73,282,4,23.2,1.6,8.46,0.04,A,,,61,85,Pm,,0,,3-,5.53,,5,Y,174509800.63949376,1577846.2987296,EC,65.7,1.5,1472,4,60,86,Nd,14-Jul-2016,Yu. KHAZOV and  A. RODIONOV AND G. SHULYAK,2025-10-17
,,,,,1043.5,428,4,0.36,0.09,10.68,0.11,1NU,,,61,85,Pm,,0,,3-,5.53,,5,Y,174509800.63949376,1577846.2987296,EC,65.7,1.5,1472,4,60,86,Nd,14-Jul-2016,Yu. KHAZOV and  A. RODIONOV AND G. SHULYAK,2025-10-17
,,,,,453.83,1018,4,42.1,2.4,9.39,0.04,1NU,,,61,85,Pm,,0,,3-,5.53,,5,Y,174509800.63949376,1577846.2987296,EC,65.7,1.5,1472,4,60,86,Nd,14-Jul-2016,Yu. KHAZOV and  A. RODIONOV AND G. SHULYAK,2025-10-17

