mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
,,,,0.00000029,355.95,453.3,1.5,5.7,1.4,8,0.11,1NU,,,97,148,Bk,,0,,(3/2-),4.96,,3,d,428544,2592,EC,99.88,0.01,809.3,21,96,149,Cm,14-Feb-2023,C.D. Nesaraja,2025-10-17
,,,,,633.63,175.7,1.5,2.6,0.3,7.09,0.05,A,,,97,148,Bk,,0,,(3/2-),4.96,,3,d,428544,2592,EC,99.88,0.01,809.3,21,96,149,Cm,14-Feb-2023,C.D. Nesaraja,2025-10-17
,,,,,769.2,40.1,1.6,0.184,0.02,6.42,0.08,1NU,,,97,148,Bk,,0,,(3/2-),4.96,,3,d,428544,2592,EC,99.88,0.01,809.3,21,96,149,Cm,14-Feb-2023,C.D. Nesaraja,2025-10-17
,,,,,252.833,556.5,1.5,90,9,7.02,0.05,1NU,,,97,148,Bk,,0,,(3/2-),4.96,,3,d,428544,2592,EC,99.88,0.01,809.3,21,96,149,Cm,14-Feb-2023,C.D. Nesaraja,2025-10-17
,,,,,418.7,390.6,1.6,,,,,1NU,,,97,148,Bk,,0,,(3/2-),4.96,,3,d,428544,2592,EC,99.88,0.01,809.3,21,96,149,Cm,14-Feb-2023,C.D. Nesaraja,2025-10-17
,,,,,740.97,68.3,1.5,1.04,0.1,6.37,0.05,1NU,,,97,148,Bk,,0,,(3/2-),4.96,,3,d,428544,2592,EC,99.88,0.01,809.3,21,96,149,Cm,14-Feb-2023,C.D. Nesaraja,2025-10-17
,,,,,361.4,447.9,1.6,,,,,1NU,,,97,148,Bk,,0,,(3/2-),4.96,,3,d,428544,2592,EC,99.88,0.01,809.3,21,96,149,Cm,14-Feb-2023,C.D. Nesaraja,2025-10-17
,,,,,661.52,147.8,1.5,0.62,0.06,7.46,0.05,A,,,97,148,Bk,,0,,(3/2-),4.96,,3,d,428544,2592,EC,99.88,0.01,809.3,21,96,149,Cm,14-Feb-2023,C.D. Nesaraja,2025-10-17

