mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
,,,,,647.770,172,10,0.054,0.005,8.11,0.08,1NU,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,0.0000000065,86.530,733,10,5.9,1.9,7.52,0.14,A,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,268.582,551,10,7.1,0.4,7.18,0.03,A,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,326.017,494,10,0.66,0.05,8.1,0.04,A,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,450.609,369,10,0.054,0.007,8.91,0.07,1NU,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,488.678,331,10,0.93,0.07,7.57,0.05,A,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,614.791,205,10,0.051,0.004,8.33,0.07,1NU,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,59.9994,760,10,5.2,0.5,7.61,0.05,1NU,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,266.601,553,10,17.9,1,6.78,0.03,A,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,321.293,499,10,0.305,0.022,8.45,0.04,1NU,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,427.211,393,10,4.7,0.4,7.03,0.05,A,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,454.459,366,10,0.104,0.009,8.61,0.05,1NU,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,592.060,228,10,0.183,0.015,7.89,0.06,1NU,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,0.0,820,10,9,5,7.44,0.25,1NU,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,658.96,161,10,0.0039,0.0004,9.17,0.09,1NU,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,0.00000000116,105.3140,715,10,38,3,6.69,0.04,A,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,286.944,533,10,1.18,0.07,7.92,0.04,1NU,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,367.512,452,10,7.1,0.4,6.99,0.04,A,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,451.572,368,10,0.020,0.003,9.34,0.07,1NU,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17
,,,,,559.319,261,10,0.139,0.011,8.15,0.06,1NU,,,65,90,Tb,,0,,3/2+,5.32,,6,d,459648,5184,EC,100,,820,10,64,91,Gd,21-Oct-2019,N. NICA,2025-10-17

