mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
,,,,,179.85,170,50,19,2,7.8,0.5,A,,,72,100,Hf,,0,,0+,1.87,,3,Y,59011451.57248704,946707.77923776,EC,100,,334,25,71,101,Lu,31-May-1995,BALRAJ SINGH,2025-10-17
,,,,,204.00,146,50,2.1,0.021,8.6,0.086,,,,72,100,Hf,,0,,0+,1.87,,3,Y,59011451.57248704,946707.77923776,EC,100,,334,25,71,101,Lu,31-May-1995,BALRAJ SINGH,2025-10-17
,,,,,252.2,98,50,5.0,0.05,7.6,0.076,,,,72,100,Hf,,0,,0+,1.87,,3,Y,59011451.57248704,946707.77923776,EC,100,,334,25,71,101,Lu,31-May-1995,BALRAJ SINGH,2025-10-17
,,,,0.00044,109.41,241,50,5.9,1.3,8.7,0.3,A,,,72,100,Hf,,0,,0+,1.87,,3,Y,59011451.57248704,946707.77923776,EC,100,,334,25,71,101,Lu,31-May-1995,BALRAJ SINGH,2025-10-17
,,,,,196.58,153,50,0.31,0.06,9.5,0.6,,,,72,100,Hf,,0,,0+,1.87,,3,Y,59011451.57248704,946707.77923776,EC,100,,334,25,71,101,Lu,31-May-1995,BALRAJ SINGH,2025-10-17
,,,,,237.32,113,50,1.7,0.5,8.3,0.9,,,,72,100,Hf,,0,,0+,1.87,,3,Y,59011451.57248704,946707.77923776,EC,100,,334,25,71,101,Lu,31-May-1995,BALRAJ SINGH,2025-10-17
,,,,0.000000332,65.79,284,50,15,,8.5,,A,,,72,100,Hf,,0,,0+,1.87,,3,Y,59011451.57248704,946707.77923776,EC,100,,334,25,71,101,Lu,31-May-1995,BALRAJ SINGH,2025-10-17
,,,,0.0000000005,191.60,158,50,58,5,7.2,0.6,A,,,72,100,Hf,,0,,0+,1.87,,3,Y,59011451.57248704,946707.77923776,EC,100,,334,25,71,101,Lu,31-May-1995,BALRAJ SINGH,2025-10-17
,,,,,232.33,118,50,6.4,1,7.8,0.9,A,,,72,100,Hf,,0,,0+,1.87,,3,Y,59011451.57248704,946707.77923776,EC,100,,334,25,71,101,Lu,31-May-1995,BALRAJ SINGH,2025-10-17

