mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
,,10,2,,1710.1,5040,50,1.8,0.6,6.72,0.21,,,,57,71,La,X,0,,(1+ 2-),1.4,LT,,m,84,,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1179,23,0.2006,0.0355629020188173,,3117.1,3633,50,0.118,0.017812635964393368,7.21,0.08,,1434,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1243,24,3.3512,0.12043537686244853,,2977.96,3772,50,1.69,0.08741121209547434,6.08,0.04,,1509,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1244,24,0.6726,0.10681011188085143,,2975.4,3775,50,0.33,0.04753104248804143,6.79,0.08,,1509,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1266,24,0.4484,0.03620662922725616,,2929.9,3820,50,0.212,0.01233693641063291,6.99,0.05,,1536,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1289,24,5.8528,0.17289071692835334,,2878.38,3872,50,2.63,0.11518506847677784,5.91,0.04,,1563,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1303,24,0.3894,0.07110696168449332,,2848.7,3901,50,0.177,0.023789913829184,7.1,0.08,,1579,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1351,24,0.2596,0.0709365914038728,,2746.3,4004,50,0.09,0.03543613974461665,7.36,0.14,,1633,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1359,187,14,3,,2629.1,4121,50,5.6,2.3,6.05,0.23,,,,57,71,La,X,0,,(1+ 2-),1.4,LT,,m,84,,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1362,24,1.7228,0.20271408436514715,,2721.2,4029,50,0.66,0.0833558636209835,6.55,0.06,,1649,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1386,24,0.4366,0.03616517662061116,,2669.6,4080,50,0.153,0.012083045973594572,7.18,0.05,,1676,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1406,24,2.4426,0.13624243098242192,,2627.2,4123,50,0.86,0.06077960184140729,6.46,0.04,,1698,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1406,24,0.8968,0.06092651311210908,,2627.0,4123,50,0.31,0.025336274390683408,6.9,0.05,,1698,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1432,24,0.8968,0.06092651311210908,,2571.5,4178,50,0.297,0.021829777827545565,6.93,0.04,,1730,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1451,24,0.472,0.05953990258641678,,2531.6,4218,50,0.153,0.023742788378789886,7.23,0.06,,1751,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1477,24,0.3304,0.0827896128750461,,2474.1,4276,50,0.10,0.024839621575217283,7.41,0.11,,1768,28,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1488,24,2.6904,0.094351046629065,,2451.4,4299,50,0.79,0.03785128795695068,6.52,0.04,,1799,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1490,188,5,,,2347.3,4403,50,1,,6.7,,,,,57,71,La,X,0,,(1+ 2-),1.4,LT,,m,84,,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1500,24,19.352,0.48259714048054614,,2425.52,4324,50,5.62,0.2327591029369206,5.68,0.03,,1805,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1506,24,0.9322,0.04977429055245288,,2412.7,4337,50,0.268,0.017132483766226076,7.01,0.04,1U,1821,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1514,24,0.708,0.5901220212803451,,2395.5,4354,50,0.24,0.11806777714516353,7.1,0.4,1U,1826,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1550,188,59,11,,2218.9,4531,50,15,6,5.69,0.22,,,,57,71,La,X,0,,(1+ 2-),1.4,LT,,m,84,,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1584,24,1.003,0.11921828718783037,,2246.8,4503,50,0.25,0.029797483115189444,7.07,0.06,,1901,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1604,24,1.77,0.08787923531756521,,2203.38,4547,50,0.42,0.02693462455650719,6.85,0.04,,1930,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
