mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,energy_ec,unc_eec,intensity_ec,unc_ie,log_ft,unc_lf,transition_type,nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
1609,24,0.5428,0.10659774856909501,,2192.6,4557,50,0.130,0.02370232056149777,7.37,0.09,A,1933,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1617,24,2.0178,0.1342299519481401,,2175.7,4574,50,0.47,0.0362926989902928,6.81,0.04,,1938,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1681,24,5.5106,0.16962936066612996,,2039.55,4710,50,1.16,0.05110772935672255,6.44,0.03,1NU,2012,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1728,24,2.1476,0.16916264363032402,,1939.33,4811,50,0.41,0.03608545413320996,6.91,0.05,A,2066,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1732,24,1.5104,0.14389551765082886,,1931.42,4819,50,0.29,0.02874419593587547,7.06,0.05,A,2071,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1743,24,1.5576,0.15565513162115793,,1907.6,4842,50,0.29,0.02991739293454562,7.06,0.05,A,1698,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1778,24,1.2508,0.16655473574774152,,1833.81,4916,50,0.22,0.03560337062695048,7.2,0.07,A,1847,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1794,24,2.9618,0.13916924947703066,,1799.62,4950,50,0.51,0.02962034435991587,6.84,0.04,A,1917,27,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1979,24,3.186,0.592466032781627,,1407.04,5343,50,0.42,0.0829132076330424,6.99,0.09,A,2188,26,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
1996,24,5.428,0.36575948381415896,,1372.39,5378,50,0.70,0.048652646382288396,6.78,0.04,A,2594,26,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
2153,191,91,3,,942.2,5808,50,9,3,6.13,0.17,,,,57,71,La,X,0,,(1+ 2-),1.4,LT,,m,84,,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
2286,24,8.142,0.49176010411581783,,763.40,5987,50,0.71,0.048701540016718156,6.86,0.04,A,3086,26,57,71,La,,0,,(5+),5.18,,14,m,310.8,8.4,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17
2603,193,46,,209952,0.0,6750,50,2.8,,6.8,,,,,57,71,La,X,0,,(1+ 2-),1.4,LT,,m,84,,EC,100,,6744,54,56,72,Ba,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2025-10-17

